query_id,category_l1,category_l2,query_type,Query_EN,Query_IT,Query_DE
q8bddf0ea2,Electronics,camera lens,branded,Sigma 35mm f/1.4 DG DN price,Sigma 35mm f/1.4 DG DN prezzo,Sigma 35mm f/1.4 DG DN preis
q5d1a37930,Sporting Goods,tennis racket,generic,tennis racket under 500,racchetta da tennis sotto 500 euro,Tennisschläger unter 500 euro
qf564aa45c,Baby & Kids,baby carrier,generic,baby carrier 2024,marsupio neonato 2024,Babytrage 2024
qe1b68bd80,Beauty & Personal Care,perfume,generic,perfume deals,profumo occasioni,Parfüm schnäppchen
qd3af21c72,Sporting Goods,sleeping bag,branded,Western Mountaineering Alpinlite review,Western Mountaineering Alpinlite recensione,Western Mountaineering Alpinlite test
q51a845759,Sporting Goods,treadmill,branded,NordicTrack Commercial 1750 price,NordicTrack Commercial 1750 prezzo,NordicTrack Commercial 1750 preis
qbb555383e,Electronics,external hard drive,branded,buy Seagate Backup Plus 4TB,acquista Seagate Backup Plus 4TB,Seagate Backup Plus 4TB kaufen
q030f7e0e7,Beauty & Personal Care,perfume,branded,Dior Sauvage,Dior Sauvage,Dior Sauvage
qfd17607f8,Baby & Kids,car seat,branded,buy Cybex Sirona S2 i-Size,acquista Cybex Sirona S2 i-Size,Cybex Sirona S2 i-Size kaufen
q59a470cd6,Apparel & Accessories,sports bra,generic,sports bra price,prezzo reggiseno sportivo,Sport-BH preis
q55a02ee52,Home & Garden,electric razor,generic,electric razor price,prezzo rasoio elettrico,Elektrorasierer preis
q33061e241,Sporting Goods,e-bike,generic,buy e-bike online,comprare bici elettrica online,E-Bike online kaufen
qbfd59c740,Home & Garden,standing desk,generic,best value standing desk,scrivania regolabile miglior rapporto qualità prezzo,bestes preis-leistungs Höhenverstellbarer Schreibtisch
qcc004e49e,Electronics,tablet,generic,buy tablet,acquista tablet,Tablet kaufen
q57b5d49d0,Baby & Kids,baby stroller,branded,UPPAbaby Vista V2 offers,UPPAbaby Vista V2 offerte,UPPAbaby Vista V2 angebote
q1232883a2,Electronics,smartphone,branded,Samsung Galaxy S25 price,Samsung Galaxy S25 prezzo,Samsung Galaxy S25 preis
q1b82850a8,Electronics,power bank,generic,power bank under 100,power bank sotto 100 euro,Powerbank unter 100 euro
q47827ecf0,Electronics,camera lens,branded,Sony FE 24-70mm f/2.8 GM II,Sony FE 24-70mm f/2.8 GM II,Sony FE 24-70mm f/2.8 GM II
qcd6e9f4ca,Baby & Kids,car seat,generic,buy car seat,acquista seggiolino auto,Kindersitz kaufen
q8b972e9f1,Electronics,noise cancelling headphones,branded,Bose QuietComfort Ultra price,Bose QuietComfort Ultra prezzo,Bose QuietComfort Ultra preis
q30b2d247c,Home & Garden,electric toothbrush,generic,compare electric toothbrush,confronta spazzolino elettrico,Elektrische Zahnbürste vergleich
qdb7043656,Electronics,wireless charger,generic,top wireless charger,top caricatore wireless,top Kabelloses Ladegerät
qed308b3bd,Electronics,Bluetooth speaker,generic,Bluetooth speaker 2024,speaker Bluetooth 2024,Bluetooth-Lautsprecher 2024
q0f6185970,Electronics,wireless headphones,generic,top wireless headphones,top cuffie wireless,top Kabellose Kopfhörer
q27c6b774e,Apparel & Accessories,winter jacket,branded,Patagonia Down Sweater offers,Patagonia Down Sweater offerte,Patagonia Down Sweater angebote
q26646c358,Home & Garden,capsule coffee machine,generic,capsule coffee machine sale,macchina caffè capsule saldi,Kapselkaffeemaschine sale
q2abff7ac2,Home & Garden,capsule coffee machine,generic,cheap capsule coffee machine,macchina caffè capsule economici,günstiger Kapselkaffeemaschine
q53d6c2bdd,Home & Garden,smart thermostat,generic,smart thermostat offers,offerte termostato intelligente,Smartes Thermostat angebote
q445d90efd,Apparel & Accessories,sport shorts,generic,sport shorts under 100,pantaloncini sportivi sotto 100 euro,Sporthose unter 100 euro
q5ed2bfec3,Electronics,screen protector,generic,compare screen protector,confronta protezione schermo,Displayschutzfolie vergleich
q8c684523d,Sporting Goods,dumbbell set,generic,buy dumbbell set,acquista set manubri,Hantelset kaufen
qef047ec3b,Electronics,laptop,generic,laptop sale,laptop saldi,Laptop sale
q924ab3913,Electronics,smart TV,generic,best smart TV,migliori smart TV,bestes Smart-TV
q0a5dfffa7,Baby & Kids,baby stroller,generic,best baby stroller,migliori passeggino,bestes Kinderwagen
qafa611ce4,Baby & Kids,baby stroller,generic,top baby stroller,top passeggino,top Kinderwagen
qddea231d8,Electronics,budget smartphone,generic,budget smartphone offers,offerte smartphone economico,Günstiges Smartphone angebote
qe3c84d95e,Sporting Goods,road bike,generic,road bike for beginners,bici da strada per principianti,Rennrad für anfänger
q650010e62,Electronics,external hard drive,generic,where to buy external hard drive,dove comprare hard disk esterno,wo Externe Festplatte kaufen
qb6beeae1c,Sporting Goods,mountain bike,branded,Santa Cruz Hightower price,Santa Cruz Hightower prezzo,Santa Cruz Hightower preis
qc478142dc,Electronics,smartphone,branded,Xiaomi 14 Ultra offers,Xiaomi 14 Ultra offerte,Xiaomi 14 Ultra angebote
qa4f1c13c5,Electronics,wireless charger,branded,Anker MagGo 15W offers,Anker MagGo 15W offerte,Anker MagGo 15W angebote
q9ff53dacb,Electronics,digital camera,branded,Sony ZV-E10 review,Sony ZV-E10 recensione,Sony ZV-E10 test
qc965f8c97,Apparel & Accessories,sport leggings,generic,sport leggings review,recensione leggings sportivi,Sport-Leggings test
qe38fee610,Home & Garden,espresso machine,generic,espresso machine professional,macchina per espresso professionale,professioneller Espressomaschine
q982903e4c,Baby & Kids,toys,generic,top toys,top giocattoli,top Spielzeug
q959d96642,Apparel & Accessories,running shoes,branded,buy Saucony Endorphin Speed 4,acquista Saucony Endorphin Speed 4,Saucony Endorphin Speed 4 kaufen
q21d3dc80b,Electronics,mechanical keyboard,branded,Logitech MX Mechanical review,Logitech MX Mechanical recensione,Logitech MX Mechanical test
q67339fddf,Sporting Goods,cycling helmet,generic,cycling helmet professional,casco da bici professionale,professioneller Fahrradhelm
qb76c94219,Electronics,laptop,branded,Lenovo IdeaPad 5,Lenovo IdeaPad 5,Lenovo IdeaPad 5
q3438b96c2,Sporting Goods,tennis racket,generic,tennis racket amazon,racchetta da tennis amazon,Tennisschläger amazon
q3e0202ac6,Sporting Goods,energy gel,generic,best value energy gel,gel energetico miglior rapporto qualità prezzo,bestes preis-leistungs Energiegel
q8115e10cb,Sporting Goods,treadmill,generic,buy treadmill online,comprare tapis roulant online,Laufband online kaufen
qd22daa88d,Home & Garden,smart doorbell,branded,Google Nest Doorbell,Google Nest Doorbell,Google Nest Doorbell
qcab84c5aa,Electronics,USB hub,generic,top USB hub,top hub USB,top USB-Hub
q73d5e5df7,Electronics,noise cancelling headphones,generic,best value noise cancelling headphones,cuffie noise cancelling miglior rapporto qualità prezzo,bestes preis-leistungs Noise-Cancelling-Kopfhörer
qb4994dde0,Sporting Goods,yoga mat,generic,where to buy yoga mat,dove comprare tappetino yoga,wo Yogamatte kaufen
q64ce02e38,Sporting Goods,dumbbell set,generic,dumbbell set specs,specifiche set manubri,Hantelset technische daten
q9ffe5c33b,Sporting Goods,dumbbell set,generic,dumbbell set price,prezzo set manubri,Hantelset preis
q6420df438,Sporting Goods,camping tent,generic,camping tent deals,tenda da campeggio occasioni,Campingzelt schnäppchen
qa4e5d0333,Apparel & Accessories,down jacket,generic,down jacket offers,offerte piumino,Daunenjacke angebote
q95fcf2daa,Electronics,gaming controller,branded,DualSense Edge review,DualSense Edge recensione,DualSense Edge test
qc01bed8ea,Electronics,gaming laptop,generic,gaming laptop,laptop da gaming,Gaming-Laptop
qaf313af1b,Home & Garden,espresso machine,generic,top espresso machine,top macchina per espresso,top Espressomaschine
q7d90960e1,Apparel & Accessories,running shoes,branded,New Balance FuelCell SuperComp Elite v4 offers,New Balance FuelCell SuperComp Elite v4 offerte,New Balance FuelCell SuperComp Elite v4 angebote
qa6092e2b2,Electronics,2-in-1 laptop,generic,2-in-1 laptop professional,laptop 2-in-1 professionale,professioneller 2-in-1-Laptop
q3834c724c,Apparel & Accessories,hiking boots,generic,hiking boots under 100,scarpe da trekking sotto 100 euro,Wanderstiefel unter 100 euro
qe5047a4f3,Electronics,smartphone,branded,Motorola Edge 50 Pro price,Motorola Edge 50 Pro prezzo,Motorola Edge 50 Pro preis
qd3945eb59,Sporting Goods,kettlebell,generic,cheap kettlebell,kettlebell economici,günstiger Kettlebell
q6122f94ea,Apparel & Accessories,running shoes,branded,Nike Mercurial Superfly offers,Nike Mercurial Superfly offerte,Nike Mercurial Superfly angebote
q9c4266ad6,Sporting Goods,ski helmet,generic,top ski helmet,top casco da sci,top Skihelm
qff921789f,Home & Garden,hair dryer,generic,hair dryer deals,asciugacapelli occasioni,Haartrockner schnäppchen
q1fa55b8ae,Electronics,earbuds,branded,Bose QuietComfort Earbuds II price,Bose QuietComfort Earbuds II prezzo,Bose QuietComfort Earbuds II preis
q083c89b25,Baby & Kids,car seat,generic,best car seat,migliori seggiolino auto,bestes Kindersitz
q2e9c4c238,Baby & Kids,car seat,generic,car seat under 100,seggiolino auto sotto 100 euro,Kindersitz unter 100 euro
q17a64313f,Apparel & Accessories,sneakers,branded,Adidas Yeezy 350 V2 review,Adidas Yeezy 350 V2 recensione,Adidas Yeezy 350 V2 test
q80f7dd59f,Apparel & Accessories,running shoes,branded,buy New Balance FuelCell SuperComp Elite v4,acquista New Balance FuelCell SuperComp Elite v4,New Balance FuelCell SuperComp Elite v4 kaufen
q1c233200e,Sporting Goods,tennis racket,branded,Wilson Pro Staff RF97 offers,Wilson Pro Staff RF97 offerte,Wilson Pro Staff RF97 angebote
q15f5fe1b6,Electronics,wireless headphones,generic,wireless headphones under 500,cuffie wireless sotto 500 euro,Kabellose Kopfhörer unter 500 euro
q7297048ff,Apparel & Accessories,cycling shoes,generic,cycling shoes for beginners,scarpe da ciclismo per principianti,Radschuhe für anfänger
q639b6f5d3,Apparel & Accessories,running shoes,generic,running shoes under 500,scarpe da corsa sotto 500 euro,Laufschuhe unter 500 euro
q8c8af5b1d,Beauty & Personal Care,mascara,generic,best value mascara,mascara miglior rapporto qualità prezzo,bestes preis-leistungs Mascara
q7b83dbbee,Home & Garden,capsule coffee machine,branded,Keurig K-Elite offers,Keurig K-Elite offerte,Keurig K-Elite angebote
qb64b5680c,Electronics,digital camera,branded,Canon EOS 70D price,Canon EOS 70D prezzo,Canon EOS 70D preis
q1fa6747f6,Electronics,drone with camera,generic,buy drone with camera online,comprare drone con fotocamera online,Drohne mit Kamera online kaufen
q2ac046b25,Home & Garden,vacuum cleaner,branded,Miele Complete C3 Brilliant price,Miele Complete C3 Brilliant prezzo,Miele Complete C3 Brilliant preis
qbe5ef9fbe,Home & Garden,smart lighting,generic,top smart lighting,top illuminazione smart,top Smarte Beleuchtung
q55ca01769,Apparel & Accessories,boots,generic,boots price,prezzo stivali,Stiefel preis
q0ab2ce69f,Apparel & Accessories,sandals,generic,buy sandals online,comprare sandali online,Sandalen online kaufen
qeea9bbfde,Beauty & Personal Care,face moisturiser,generic,cheap face moisturiser,crema idratante viso economici,günstiger Gesichtscreme
q0283feae3,Sporting Goods,football,generic,top football,top pallone da calcio,top Fußball
qb235b2133,Apparel & Accessories,sunglasses,generic,sunglasses under 500,occhiali da sole sotto 500 euro,Sonnenbrille unter 500 euro
qfc840d171,Sporting Goods,pull-up bar,generic,buy pull-up bar online,comprare sbarra per trazioni online,Klimmzugstange online kaufen
q166e34513,Baby & Kids,baby stroller,generic,baby stroller deals,passeggino occasioni,Kinderwagen schnäppchen
q9338d7e9e,Home & Garden,office chair,generic,office chair for beginners,sedia da ufficio per principianti,Bürostuhl für anfänger
q8f9127e32,Home & Garden,robot vacuum cleaner,branded,iRobot Roomba j7+ offers,iRobot Roomba j7+ offerte,iRobot Roomba j7+ angebote
q2851cac27,Electronics,projector,generic,where to buy projector,dove comprare proiettore,wo Beamer kaufen
qc70606f19,Baby & Kids,children bicycle,generic,children bicycle online,bicicletta bambini online,Kinderfahrrad online
q03767d785,Apparel & Accessories,backpack,generic,backpack online,zaino online,Rucksack online
qd7d9f2d95,Home & Garden,smart thermostat,generic,buy smart thermostat online,comprare termostato intelligente online,Smartes Thermostat online kaufen
q08723cd81,Apparel & Accessories,compression socks,generic,compression socks amazon,calze a compressione amazon,Kompressionssocken amazon
q2d41e3d69,Electronics,mirrorless camera,generic,mirrorless camera under 500,fotocamera mirrorless sotto 500 euro,Systemkamera unter 500 euro
q48b3d2fdc,Electronics,laptop stand,generic,laptop stand review,recensione supporto laptop,Laptop-Ständer test
qd3f0a243e,Beauty & Personal Care,mascara,generic,mascara specs,specifiche mascara,Mascara technische daten
q7b6417287,Electronics,earbuds,branded,Jabra Elite 10 price,Jabra Elite 10 prezzo,Jabra Elite 10 preis
q8cce16f5f,Sporting Goods,ski boots,generic,ski boots review,recensione scarponi da sci,Skischuhe test
q84555719a,Sporting Goods,heart rate monitor,generic,heart rate monitor,cardiofrequenzimetro,Herzfrequenzmesser
qcbdfc3b91,Electronics,monitor,generic,monitor under 100,monitor sotto 100 euro,Monitor unter 100 euro
q6cec56179,Apparel & Accessories,down jacket,generic,down jacket amazon,piumino amazon,Daunenjacke amazon
qde31c6f30,Electronics,digital camera,branded,Fujifilm X-T5 offers,Fujifilm X-T5 offerte,Fujifilm X-T5 angebote
q0f1cdc9cc,Beauty & Personal Care,perfume,branded,Dior Sauvage offers,Dior Sauvage offerte,Dior Sauvage angebote
qccfc6ed29,Apparel & Accessories,sunglasses,generic,sunglasses,occhiali da sole,Sonnenbrille
q9ea6c148e,Apparel & Accessories,running watch,generic,running watch for beginners,orologio da corsa per principianti,Laufuhr für anfänger
q34e8f7011,Beauty & Personal Care,vitamin C serum,generic,buy vitamin C serum,acquista siero vitamina C,Vitamin-C-Serum kaufen
q2b9ef573e,Home & Garden,vacuum cleaner,generic,vacuum cleaner under 100,aspirapolvere sotto 100 euro,Staubsauger unter 100 euro
q34baceebb,Sporting Goods,tennis racket,generic,tennis racket rating,valutazione racchetta da tennis,Tennisschläger bewertung
qc291bf16a,Sporting Goods,swimming goggles,generic,swimming goggles under 100,occhialini da nuoto sotto 100 euro,Schwimmbrille unter 100 euro
q5e17e1ee3,Apparel & Accessories,running shoes,branded,Adidas Boston 12 price,Adidas Boston 12 prezzo,Adidas Boston 12 preis
qf3943b051,Baby & Kids,baby stroller,generic,baby stroller professional,passeggino professionale,professioneller Kinderwagen
q288b7fec8,Electronics,gaming console,branded,PlayStation 5,PlayStation 5,PlayStation 5
qc0217427a,Electronics,action camera,branded,GoPro Hero 12 price,GoPro Hero 12 prezzo,GoPro Hero 12 preis
q1ca496ef9,Electronics,laptop,branded,HP Spectre x360,HP Spectre x360,HP Spectre x360
qa0eb2b630,Sporting Goods,protein powder,branded,Huel Black Edition offers,Huel Black Edition offerte,Huel Black Edition angebote
qb56ce7f06,Apparel & Accessories,loafers,generic,loafers price,prezzo mocassini,Loafer preis
q501d41b43,Apparel & Accessories,running shoes,generic,best running shoes,migliori scarpe da corsa,bestes Laufschuhe
q2994385ef,Apparel & Accessories,sneakers,generic,sneakers,sneakers,Sneaker
qf6ec95662,Sporting Goods,exercise bike,generic,exercise bike price,prezzo cyclette,Heimtrainer preis
q528dd24d4,Electronics,projector,generic,buy projector,acquista proiettore,Beamer kaufen
qb69cad471,Electronics,soundbar,generic,soundbar deals,soundbar occasioni,Soundbar schnäppchen
q7e1e066f4,Home & Garden,food processor,generic,cheap food processor,robot da cucina economici,günstiger Küchenmaschine
q8ed6953bc,Apparel & Accessories,smartwatch,branded,Garmin Fenix 7 review,Garmin Fenix 7 recensione,Garmin Fenix 7 test
q431c821e2,Electronics,wireless headphones,branded,Anker Soundcore Q45 review,Anker Soundcore Q45 recensione,Anker Soundcore Q45 test
qec84115b7,Beauty & Personal Care,lip balm,generic,lip balm rating,valutazione balsamo labbra,Lippenbalsam bewertung
q25ab9fc73,Home & Garden,hair dryer,branded,Dyson Supersonic price,Dyson Supersonic prezzo,Dyson Supersonic preis
q06371a6d3,Apparel & Accessories,sneakers,branded,Converse Chuck Taylor All Star review,Converse Chuck Taylor All Star recensione,Converse Chuck Taylor All Star test
q5eb44abaf,Home & Garden,instant pot,generic,compare instant pot,confronta pentola a pressione,Schnellkochtopf vergleich
qf76590029,Electronics,drone with camera,generic,drone with camera,drone con fotocamera,Drohne mit Kamera
